id	category	name	description	xref	provided_by	synonym	iri	object	predicate	relation	same_as	subject	subsets
A0A3C0RU15	biolink:Enzyme	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) 			Uniprot								
A0A3C0RUT1	biolink:Enzyme	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase 			Uniprot								
A0A3D1U627	biolink:Enzyme	Probable dual-specificity RNA methyltransferase RlmN 			Uniprot								
A0A525BVU9	biolink:Enzyme	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase 			Uniprot								
A0A525BY45	biolink:Enzyme	CTP synthase 			Uniprot								
A0A525C016	biolink:Enzyme	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase 			Uniprot								
A0A525C3J6	biolink:Enzyme	dITP/XTP pyrophosphatase 			Uniprot								
A0A525C7E8	biolink:Enzyme	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase 			Uniprot								
A0A525C8W5	biolink:Enzyme	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) 			Uniprot								
A0A525CMD0	biolink:Enzyme	Probable dual-specificity RNA methyltransferase RlmN 			Uniprot								
A0A525CMJ6	biolink:Enzyme	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) 			Uniprot								
A0A6N8BLB8	biolink:Enzyme	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase 			Uniprot								
A0A6N8BMV6	biolink:Enzyme	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) 			Uniprot								
A0A6N8BNH4	biolink:Enzyme	CTP synthase 			Uniprot								
A0A6N8BNV4	biolink:Enzyme	Multifunctional fusion protein [Includes: Lipoyl synthase 			Uniprot								
A0A6N8BNZ8	biolink:Enzyme	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase 			Uniprot								
A0A6N8BP52	biolink:Enzyme	Probable dual-specificity RNA methyltransferase RlmN 			Uniprot								
A0A6N8BPC1	biolink:Enzyme	Multifunctional fusion protein [Includes: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase 			Uniprot								
A0A6N8BRS9	biolink:Enzyme	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase 			Uniprot								
A0A6N8BS34	biolink:Enzyme	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase 			Uniprot								
A0A6N8BSB3	biolink:Enzyme	dITP/XTP pyrophosphatase 			Uniprot								
A0A6N8BSK6	biolink:Enzyme	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) 			Uniprot								
A0A6N8BSQ9	biolink:Enzyme	Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase 			Uniprot								
A0A6N8BXG6	biolink:Enzyme	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) 			Uniprot								
A0A7X9FJB5	biolink:Enzyme	Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase 			Uniprot								
A0A7X9FJI0	biolink:Enzyme	dITP/XTP pyrophosphatase 			Uniprot								
A0A7X9FKX2	biolink:Enzyme	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase 			Uniprot								
A0A7X9FMA1	biolink:Enzyme	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase 			Uniprot								
A0A7X9FME4	biolink:Enzyme	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) 			Uniprot								
A0A7X9FMK1	biolink:Enzyme	Probable dual-specificity RNA methyltransferase RlmN 			Uniprot								
A0A7X9FMN2	biolink:Enzyme	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) 			Uniprot								
A0A7X9IIF7	biolink:Enzyme	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) 			Uniprot								
A0A933YWI2	biolink:Enzyme	Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase 			Uniprot								
A0A933YX20	biolink:Enzyme	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) 			Uniprot								
A0A933YXP3	biolink:Enzyme	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) 			Uniprot								
A0A933YYH6	biolink:Enzyme	Probable dual-specificity RNA methyltransferase RlmN 			Uniprot								
A0A934DHR0	biolink:Enzyme	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase 			Uniprot								
A0A934DJG1	biolink:Enzyme	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase 			Uniprot								
A0A934DLV3	biolink:Enzyme	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) 			Uniprot								
A0A934DN46	biolink:Enzyme	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase 			Uniprot								
A0A939W8J9	biolink:Enzyme	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) 			Uniprot								
A0A939W8Z0	biolink:Enzyme	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase 			Uniprot								
A0A940ALI6	biolink:Enzyme	CTP synthase 			Uniprot								
A0A349HEJ6	biolink:Enzyme	Multifunctional fusion protein [Includes: Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) 			Uniprot								
A0A349HEM2	biolink:Enzyme	Shikimate kinase (SK) 			Uniprot								
A0A349HEM6	biolink:Enzyme	Selenide, water dikinase 			Uniprot								
A0A349HER4	biolink:Enzyme	Demethylmenaquinone methyltransferase 			Uniprot								
A0A349HEX7	biolink:Enzyme	D-aminoacyl-tRNA deacylase (DTD) 			Uniprot								
A0A349HEY2	biolink:Enzyme	Acetylornithine aminotransferase (ACOAT) 			Uniprot								
A0A349HEZ7	biolink:Enzyme	Protein-glutamate methylesterase/protein-glutamine glutaminase 			Uniprot								
A0A349HF04	biolink:Enzyme	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) 			Uniprot								
A0A349HF54	biolink:Enzyme	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)			Uniprot								
A0A349HFA5	biolink:Enzyme	Aspartate 1-decarboxylase 			Uniprot								
A0A349HFB1	biolink:Enzyme	Diadenylate cyclase (DAC) 			Uniprot								
A0A349HFE6	biolink:Enzyme	3-methyl-2-oxobutanoate hydroxymethyltransferase 			Uniprot								
A0A349HFG1	biolink:Enzyme	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) 			Uniprot								
A0A349HFG4	biolink:Enzyme	Acetyl-coenzyme A carboxylase carboxyl transferase subunits beta/alpha 			Uniprot								
A0A349HFH7	biolink:Enzyme	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 			Uniprot								
A0A349HFI1	biolink:Enzyme	Methionine--tRNA ligase 			Uniprot								
A0A349HFM1	biolink:Enzyme	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 			Uniprot								
A0A349HFQ9	biolink:Enzyme	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) 			Uniprot								
A0A349HFR6	biolink:Enzyme	ATP-dependent dethiobiotin synthetase BioD 			Uniprot								
A0A349HFY2	biolink:Enzyme	ATP-dependent protease subunit HslV 			Uniprot								
A0A349HFZ2	biolink:Enzyme	L-lactate dehydrogenase (L-LDH) 			Uniprot								
A0A349HG18	biolink:Enzyme	NAD kinase 			Uniprot								
A0A349HG22	biolink:Enzyme	Methionine aminopeptidase (MAP) (MetAP) 			Uniprot								
A0A349HG87	biolink:Enzyme	Phosphoenolpyruvate-protein phosphotransferase 			Uniprot								
A0A349HGC7	biolink:Enzyme	Ribulose-phosphate 3-epimerase 			Uniprot								
A0A349HGE5	biolink:Enzyme	Amidophosphoribosyltransferase (ATase) 			Uniprot								
A0A349HGE7	biolink:Enzyme	Penicillin-binding protein 1A 			Uniprot								
A0A349HGE9	biolink:Enzyme	Dihydroorotase (DHOase) 			Uniprot								
A0A349HGG1	biolink:Enzyme	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)			Uniprot								
A0A349HGG4	biolink:Enzyme	Peptidoglycan glycosyltransferase RodA (PGT) 			Uniprot								
A0A349HGG9	biolink:Enzyme	Pantothenate synthetase (PS) 			Uniprot								
A0A349HGH0	biolink:Enzyme	S-adenosylmethionine synthase (AdoMet synthase) 			Uniprot								
A0A349HGP5	biolink:Enzyme	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) 			Uniprot								
A0A349HGQ7	biolink:Enzyme	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase 			Uniprot								
A0A349HGQ8	biolink:Enzyme	Phospho-N-acetylmuramoyl-pentapeptide-transferase 			Uniprot								
A0A349HGQ9	biolink:Enzyme	UDP-N-acetylmuramoylalanine--D-glutamate ligase 			Uniprot								
A0A349HGS2	biolink:Enzyme	Nucleoside diphosphate kinase (NDK) (NDP kinase) 			Uniprot								
A0A349HGU4	biolink:Enzyme	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) 			Uniprot								
A0A349HGU5	biolink:Enzyme	Lipoyl synthase 			Uniprot								
A0A349HGV4	biolink:Enzyme	Glutamine--tRNA ligase 			Uniprot								
A0A349HGV8	biolink:Enzyme	Crossover junction endodeoxyribonuclease RuvC 			Uniprot								
A0A349HGV9	biolink:Enzyme	Holliday junction branch migration complex subunit RuvA			Uniprot								
A0A349HGW0	biolink:Enzyme	Holliday junction branch migration complex subunit RuvB 			Uniprot								
A0A349HGW4	biolink:Enzyme	GTP 3',8-cyclase 			Uniprot								
A0A349HGX2	biolink:Enzyme	DNA gyrase subunit B 			Uniprot								
A0A349HH31	biolink:Enzyme	ATP synthase subunit beta 			Uniprot								
A0A349HH37	biolink:Enzyme	Tyrosine--tRNA ligase 			Uniprot								
A0A349HH45	biolink:Enzyme	Ketol-acid reductoisomerase (NADP(+)) (KARI) 			Uniprot								
A0A349HH88	biolink:Enzyme	Adenylosuccinate synthetase (AMPSase) (AdSS) 			Uniprot								
A0A349HHA4	biolink:Enzyme	Pyridoxine 5'-phosphate synthase (PNP synthase) 			Uniprot								
A0A349HHG5	biolink:Enzyme	dTTP/UTP pyrophosphatase (dTTPase/UTPase) 			Uniprot								
A0A349HHH9	biolink:Enzyme	Thiazole synthase 			Uniprot								
A0A349HHI8	biolink:Enzyme	Shikimate kinase (SK) 			Uniprot								
A0A349HHI9	biolink:Enzyme	Chorismate synthase (CS) 			Uniprot								
A0A349HHJ1	biolink:Enzyme	Na(+)-translocating NADH-quinone reductase subunit C (Na(+)-NQR subunit C) (Na(+)-translocating NQR subunit C) 			Uniprot								
A0A349HHJ3	biolink:Enzyme	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) 			Uniprot								
A0A349HHJ4	biolink:Enzyme	Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) 			Uniprot								
A0A349HHJ5	biolink:Enzyme	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) 			Uniprot								
A0A349HHK1	biolink:Enzyme	Protein-glutamate methylesterase/protein-glutamine glutaminase 			Uniprot								
A0A349HHM6	biolink:Enzyme	Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) 			Uniprot								
A0A349HHM7	biolink:Enzyme	Phosphate acyltransferase 			Uniprot								
A0A349HHV4	biolink:Enzyme	Phosphatidylserine decarboxylase proenzyme 			Uniprot								
A0A349HI06	biolink:Enzyme	Flavin-dependent thymidylate synthase (FDTS) 			Uniprot								
A0A349HI78	biolink:Enzyme	Diaminopimelate epimerase (DAP epimerase) 			Uniprot								
A0A349HIA2	biolink:Enzyme	GDP-L-fucose synthase 			Uniprot								
A0A349HIC0	biolink:Enzyme	Cobyrinate a,c-diamide synthase 			Uniprot								
A0A349HID9	biolink:Enzyme	Lipoprotein signal peptidase 			Uniprot								
A0A349HIF5	biolink:Enzyme	Imidazole glycerol phosphate synthase subunit HisH 			Uniprot								
A0A349HII0	biolink:Enzyme	Acetate kinase 			Uniprot								
A0A349HIL5	biolink:Enzyme	Glycerol-3-phosphate dehydrogenase [NAD(P)+] 			Uniprot								
A0A349HIN7	biolink:Enzyme	Glutamate 5-kinase 			Uniprot								
A0A349HIP8	biolink:Enzyme	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase 			Uniprot								
A0A349HIP9	biolink:Enzyme	Biotin synthase 			Uniprot								
A0A349HIU6	biolink:Enzyme	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase 			Uniprot								
A0A349HIV4	biolink:Enzyme	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase 			Uniprot								
A0A349HJ05	biolink:Enzyme	tRNA modification GTPase MnmE 			Uniprot								
A0A349HJ17	biolink:Enzyme	Aspartate--tRNA(Asp/Asn) ligase 			Uniprot								
A0A349HJ85	biolink:Enzyme	Hydroxylamine reductase 			Uniprot								
A0A349HJ90	biolink:Enzyme	L-threonine 3-dehydrogenase (TDH) 			Uniprot								
A0A349HJ91	biolink:Enzyme	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) 			Uniprot								
A0A349HJD1	biolink:Enzyme	endopeptidase La 			Uniprot								
A0A349HJK6	biolink:Enzyme	1,4-alpha-glucan branching enzyme GlgB 			Uniprot								
A0A349HJK7	biolink:Enzyme	tRNA dimethylallyltransferase 			Uniprot								
A0A349HJK8	biolink:Enzyme	Phosphopantetheine adenylyltransferase 			Uniprot								
A0A349HJQ8	biolink:Enzyme	Ribosomal RNA small subunit methyltransferase A 			Uniprot								
A0A349HJR5	biolink:Enzyme	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) 			Uniprot								
A0A349HJS2	biolink:Enzyme	Orotidine 5'-phosphate decarboxylase 			Uniprot								
A0A349HJT2	biolink:Enzyme	D-alanine--D-alanine ligase 			Uniprot								
A0A349HJT5	biolink:Enzyme	Carbamoyl-phosphate synthase small chain 			Uniprot								
A0A349HJU2	biolink:Enzyme	Formate-dependent phosphoribosylglycinamide formyltransferase 			Uniprot								
A0A349HJV1	biolink:Enzyme	Adenylate kinase (AK) 			Uniprot								
A0A349HK08	biolink:Enzyme	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) 			Uniprot								
A0A349HK24	biolink:Enzyme	3-dehydroquinate synthase (DHQS) 			Uniprot								
A0A349HK73	biolink:Enzyme	Ornithine aminotransferase (OAT) 			Uniprot								
A0A349HKF0	biolink:Enzyme	tRNA pseudouridine synthase A 			Uniprot								
A0A349HKI4	biolink:Enzyme	Phosphoheptose isomerase 			Uniprot								
A0A349HKJ8	biolink:Enzyme	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) 			Uniprot								
A0A349HKM3	biolink:Enzyme	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)			Uniprot								
A0A349HKR6	biolink:Enzyme	Ion-translocating oxidoreductase complex subunit B 			Uniprot								
A0A349HKS5	biolink:Enzyme	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)			Uniprot								
A0A349HKU5	biolink:Enzyme	Acetate kinase 			Uniprot								
A0A349HKW0	biolink:Enzyme	Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) 			Uniprot								
A0A349HKX0	biolink:Enzyme	Triosephosphate isomerase (TIM) (TPI) 			Uniprot								
A0A349HKX1	biolink:Enzyme	Phosphoglycerate kinase 			Uniprot								
A0A349HL02	biolink:Enzyme	Protein-glutamate methylesterase/protein-glutamine glutaminase 			Uniprot								
A0A349HL49	biolink:Enzyme	Signal recognition particle protein 			Uniprot								
A0A349HL62	biolink:Enzyme	Adenosylcobinamide kinase 			Uniprot								
A0A349HL66	biolink:Enzyme	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) 			Uniprot								
A0A349HL72	biolink:Enzyme	Enolase 			Uniprot								
A0A349HL73	biolink:Enzyme	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase 			Uniprot								
A0A349HLC0	biolink:Enzyme	Glycerol kinase 			Uniprot								
A0A349HLC6	biolink:Enzyme	Chaperonin GroEL 			Uniprot								
A0A349HLF6	biolink:Enzyme	Acetolactate synthase small subunit (AHAS) (ALS) 			Uniprot								
A0A349HLG1	biolink:Enzyme	Adenosylcobinamide-GDP ribazoletransferase 			Uniprot								
A0A349HLJ7	biolink:Enzyme	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) 			Uniprot								
A0A349HLK8	biolink:Enzyme	Bifunctional chorismate mutase/prephenate dehydratase 			Uniprot								
A0A349HLK9	biolink:Enzyme	3-phosphoshikimate 1-carboxyvinyltransferase 			Uniprot								
A0A349HLL5	biolink:Enzyme	Valine--tRNA ligase 			Uniprot								
A0A349HLQ2	biolink:Enzyme	NADPH-dependent 7-cyano-7-deazaguanine reductase 			Uniprot								
A0A349HLT8	biolink:Enzyme	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) 			Uniprot								
A0A349HLT9	biolink:Enzyme	Release factor glutamine methyltransferase (RF MTase) 			Uniprot								
A0A349HM04	biolink:Enzyme	Ribonuclease 3 			Uniprot								
A0A349HM22	biolink:Enzyme	Serine--tRNA ligase 			Uniprot								
A0A349HM30	biolink:Enzyme	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) 			Uniprot								
A0A349HM44	biolink:Enzyme	Endonuclease III 			Uniprot								
A0A349HM45	biolink:Enzyme	Queuine tRNA-ribosyltransferase 			Uniprot								
A0A349HM84	biolink:Enzyme	Shikimate dehydrogenase (NADP(+)) (SDH) 			Uniprot								
A0A349HM89	biolink:Enzyme	Energy-dependent translational throttle protein EttA 			Uniprot								
A0A349HM99	biolink:Enzyme	Phosphoribosyl-AMP cyclohydrolase (PRA-CH) 			Uniprot								
A0A349HMD9	biolink:Enzyme	GDP-L-fucose synthase 			Uniprot								
A0A349HMF4	biolink:Enzyme	Uridylate kinase (UK) 			Uniprot								
A0A349HMH9	biolink:Enzyme	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) 			Uniprot								
A0A349HMI0	biolink:Enzyme	Ribose-phosphate pyrophosphokinase (RPPK) 			Uniprot								
A0A349HMI4	biolink:Enzyme	Transcription termination factor Rho 			Uniprot								
A0A349HMI6	biolink:Enzyme	Riboflavin biosynthesis protein [Includes: Riboflavin kinase 			Uniprot								
A0A349HMJ5	biolink:Enzyme	Acetylglutamate kinase 			Uniprot								
A0A349HML4	biolink:Enzyme	Protein-L-isoaspartate O-methyltransferase 			Uniprot								
A0A349HMS8	biolink:Enzyme	Deoxyribose-phosphate aldolase (DERA) 			Uniprot								
A0A349HMU1	biolink:Enzyme	Histidinol dehydrogenase (HDH) 			Uniprot								
A0A349HMU9	biolink:Enzyme	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) 			Uniprot								
A0A349HMW6	biolink:Enzyme	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) 			Uniprot								
A0A349HMX6	biolink:Enzyme	NADH-quinone oxidoreductase subunit B 			Uniprot								
A0A349HMY8	biolink:Enzyme	Imidazole glycerol phosphate synthase subunit HisF 			Uniprot								
A0A349HMY9	biolink:Enzyme	Imidazole glycerol phosphate synthase subunit HisH 			Uniprot								
A0A353D752	biolink:Enzyme	Glutamate 5-kinase 			Uniprot								
A0A353D762	biolink:Enzyme	Ribosomal RNA small subunit methyltransferase A 			Uniprot								
A0A353D7A5	biolink:Enzyme	S-adenosylmethionine synthase (AdoMet synthase) 			Uniprot								
A0A353D7A7	biolink:Enzyme	Pantothenate synthetase (PS) 			Uniprot								
A0A353D7C2	biolink:Enzyme	Ribonuclease 3 			Uniprot								
A0A353D7D1	biolink:Enzyme	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) 			Uniprot								
A0A353D7E7	biolink:Enzyme	Ribulose-phosphate 3-epimerase 			Uniprot								
A0A353D7H1	biolink:Enzyme	Large ribosomal subunit assembly factor BipA 			Uniprot								
A0A353D7I3	biolink:Enzyme	Epoxyqueuosine reductase QueH 			Uniprot								
A0A353D7N7	biolink:Enzyme	Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) 			Uniprot								
A0A353D7P4	biolink:Enzyme	ADP-L-glycero-D-manno-heptose-6-epimerase 			Uniprot								
A0A353D7Q9	biolink:Enzyme	Riboflavin biosynthesis protein [Includes: Riboflavin kinase 			Uniprot								
A0A353D7R1	biolink:Enzyme	Transcription termination factor Rho 			Uniprot								
A0A353D7S2	biolink:Enzyme	Triosephosphate isomerase (TIM) (TPI) 			Uniprot								
A0A353D800	biolink:Enzyme	Acetylornithine aminotransferase (ACOAT) 			Uniprot								
A0A353D8E8	biolink:Enzyme	NAD kinase 			Uniprot								
A0A353D8G7	biolink:Enzyme	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)			Uniprot								
A0A353D8I4	biolink:Enzyme	Glutamine--tRNA ligase 			Uniprot								
A0A353D8J0	biolink:Enzyme	Enolase 			Uniprot								
A0A353D8L3	biolink:Enzyme	Adenosylcobinamide-GDP ribazoletransferase 			Uniprot								
A0A353D8M2	biolink:Enzyme	Endonuclease III 			Uniprot								
A0A353D8M3	biolink:Enzyme	Queuine tRNA-ribosyltransferase 			Uniprot								
A0A353D8Q0	biolink:Enzyme	DNA topoisomerase 1 			Uniprot								
A0A353D8R2	biolink:Enzyme	ATP synthase subunit beta 			Uniprot								
A0A353D8U0	biolink:Enzyme	2-isopropylmalate synthase 			Uniprot								
A0A353D8U1	biolink:Enzyme	3-isopropylmalate dehydratase large subunit 			Uniprot								
